url,date,category,press,title
https://www.nytimes.com/2020/12/16/us/politics/congress-stimulus-bill.html?searchResultPosition=1,2020-12-16,Politics,nyt,"Staring Down Deadline, Congress Nears $900 Billion Stimulus Deal"
https://www.nytimes.com/2020/12/16/us/politics/trump-mar-a-lago.html?searchResultPosition=2,2020-12-16,Politics,nyt,A Glitch in Trump’s Plan to Live at Mar-a-Lago: A Pact He Signed Says He Can’t
https://www.nytimes.com/2020/12/16/us/after-personal-threats-over-a-local-mask-mandate-the-dodge-city-kansas-mayor-resigns.html?searchResultPosition=3,2020-12-16,U.S.,nyt,"After personal threats over a local mask mandate, the Dodge City, Kansas, mayor resigns."
https://www.nytimes.com/2020/12/16/us/mackenzie-scott-college-donations.html?searchResultPosition=4,2020-12-16,U.S.,nyt,‘I Was Stunned’: Big Gifts to Small Colleges From an Unexpected Source
